-6.555608, -20.999975, -0.000013, 0.014761, 0.016781
-6.555074, -20.999975, -0.000013, 0.018690, 0.020322
-6.554407, -20.999975, -0.000013, 0.022548, 0.023918
-6.553610, -20.999975, -0.000013, 0.026337, 0.027518
-6.552684, -20.999975, -0.000013, 0.030619, 0.031663
-6.551544, -20.999975, -0.000013, 0.038446, 0.039287
-6.550139, -20.999975, -0.000013, 0.046138, 0.046841
-6.548476, -20.999975, -0.000013, 0.053692, 0.054296
-6.546556, -20.999975, -0.000013, 0.061926, 0.062463
-6.544289, -20.999975, -0.000013, 0.073372, 0.073827
-6.541637, -20.999975, -0.000013, 0.084625, 0.085019
-6.538601, -20.999975, -0.000013, 0.096616, 0.096970
-6.535095, -20.999975, -0.000013, 0.111626, 0.111932
-6.531076, -20.999975, -0.000013, 0.127566, 0.127841
-6.526448, -20.999975, -0.000013, 0.147519, 0.147762
-6.521083, -20.999976, -0.000013, 0.169993, 0.170204
-6.514959, -20.999976, -0.000013, 0.192763, 0.192953
-6.507989, -20.999976, -0.000013, 0.220044, 0.220215
-6.500038, -20.999976, -0.000013, 0.249591, 0.249741
-6.491090, -20.999976, -0.000013, 0.278615, 0.278749
-6.481100, -20.999976, -0.000013, 0.311118, 0.311241
-6.470008, -20.999976, -0.000013, 0.343221, 0.343332
-6.457834, -20.999976, -0.000013, 0.374745, 0.374846
-6.444537, -20.999976, -0.000013, 0.409579, 0.409674
-6.430041, -20.999977, -0.000013, 0.446013, 0.446102
-6.414262, -20.999977, -0.000013, 0.484054, 0.484135
-6.397179, -20.999977, -0.000013, 0.523698, 0.523775
-6.378710, -20.999977, -0.000013, 0.564526, 0.564597
-6.358866, -20.999978, -0.000013, 0.604616, 0.604683
-6.337671, -20.999978, -0.000013, 0.643981, 0.644043
-6.315150, -20.999978, -0.000013, 0.682632, 0.682690
-6.291298, -20.999978, -0.000013, 0.723238, 0.723294
-6.266035, -20.999979, -0.000013, 0.764640, 0.764693
-6.239378, -20.999979, -0.000013, 0.805292, 0.805342
-6.211336, -20.999979, -0.000013, 0.847126, 0.847175
-6.181828, -20.999980, -0.000013, 0.890466, 0.890512
-6.150859, -20.999980, -0.000013, 0.933022, 0.933066
-6.118414, -20.999981, -0.000013, 0.978073, 0.978115
-6.084379, -20.999981, -0.000013, 1.026495, 1.026536
-6.048685, -20.999982, -0.000013, 1.074946, 1.074985
-6.011360, -20.999982, -0.000013, 1.122394, 1.122431
-5.972440, -20.999983, -0.000014, 1.168833, 1.168868
-5.931957, -20.999983, -0.000014, 1.214283, 1.214317
-5.889946, -20.999984, -0.000014, 1.258767, 1.258800
-5.846439, -20.999984, -0.000014, 1.302304, 1.302336
-5.801467, -20.999985, -0.000014, 1.344915, 1.344946
-5.755061, -20.999985, -0.000014, 1.386620, 1.386649
-5.707192, -20.999986, -0.000014, 1.431312, 1.431340
-5.657809, -20.999987, -0.000014, 1.475361, 1.475388
-5.606944, -20.999987, -0.000014, 1.518585, 1.518612
-5.554553, -20.999988, -0.000014, 1.564998, 1.565025
-5.500602, -20.999989, -0.000014, 1.610385, 1.610411
-5.445124, -20.999990, -0.000014, 1.654807, 1.654832
-5.388152, -20.999990, -0.000014, 1.698283, 1.698307
-5.329712, -20.999991, -0.000014, 1.742022, 1.742045
-5.269736, -20.999992, -0.000014, 1.787813, 1.787836
-5.208218, -20.999993, -0.000014, 1.832642, 1.832664
-5.145193, -20.999994, -0.000014, 1.876518, 1.876539
-5.080692, -20.999995, -0.000014, 1.919460, 1.919481
-5.014682, -20.999996, -0.000014, 1.965484, 1.965505
-4.947117, -20.999996, -0.000014, 2.010716, 2.010737
-4.878029, -20.999997, -0.000014, 2.055547, 2.055567
-4.807363, -20.999998, -0.000015, 2.103039, 2.103059
-4.735100, -21.000000, -0.000015, 2.149527, 2.149546
