-6.539577, -20.996784, 0.003102, -0.011458, 0.013969
-6.539930, -20.996785, 0.003102, -0.007301, 0.010821
-6.540143, -20.996786, 0.003102, -0.003218, 0.008609
-6.540218, -20.996786, 0.003102, 0.000793, 0.008023
-6.540158, -20.996786, 0.003102, 0.004733, 0.009279
-6.539966, -20.996785, 0.003102, 0.008602, 0.011733
-6.539643, -20.996784, 0.003102, 0.012403, 0.014747
-6.539192, -20.996783, 0.003102, 0.016137, 0.018000
-6.538615, -20.996781, 0.003102, 0.019804, 0.021349
-6.537914, -20.996779, 0.003102, 0.023405, 0.024726
-6.537093, -20.996776, 0.003102, 0.026943, 0.028098
-6.536152, -20.996773, 0.003102, 0.030418, 0.031445
-6.535036, -20.996770, 0.003102, 0.037589, 0.038448
-6.533664, -20.996766, 0.003102, 0.045064, 0.045782
-6.532041, -20.996761, 0.003102, 0.052404, 0.053023
-6.530171, -20.996755, 0.003102, 0.059613, 0.060157
-6.528058, -20.996748, 0.003102, 0.066693, 0.067179
-6.525706, -20.996741, 0.003102, 0.073646, 0.074086
-6.523050, -20.996733, 0.003102, 0.084599, 0.084993
-6.520023, -20.996723, 0.003102, 0.095420, 0.095769
-6.516632, -20.996713, 0.003102, 0.106197, 0.106514
-6.512804, -20.996701, 0.003102, 0.121145, 0.121431
-6.508402, -20.996687, 0.003102, 0.139702, 0.139953
-6.503375, -20.996672, 0.003102, 0.157912, 0.158134
-6.497735, -20.996654, 0.003102, 0.175794, 0.175993
-6.491493, -20.996635, 0.003102, 0.193354, 0.193534
-6.484659, -20.996613, 0.003102, 0.210597, 0.210763
-6.477241, -20.996590, 0.003102, 0.228346, 0.228502
-6.469157, -20.996565, 0.003102, 0.249135, 0.249279
-6.460368, -20.996538, 0.003102, 0.270534, 0.270669
-6.450786, -20.996508, 0.003102, 0.295816, 0.295943
-6.440285, -20.996476, 0.003102, 0.323766, 0.323883
-6.428836, -20.996440, 0.003102, 0.352536, 0.352645
-6.416344, -20.996401, 0.003102, 0.385087, 0.385189
-6.402693, -20.996359, 0.003101, 0.419809, 0.419904
-6.387860, -20.996313, 0.003101, 0.455590, 0.455679
-6.371761, -20.996263, 0.003101, 0.493232, 0.493315
-6.354395, -20.996209, 0.003100, 0.530201, 0.530277
-6.335772, -20.996152, 0.003099, 0.568054, 0.568128
-6.315813, -20.996090, 0.003097, 0.607851, 0.607920
-6.294513, -20.996024, 0.003096, 0.646936, 0.647000
-6.271897, -20.995954, 0.003094, 0.685312, 0.685373
-6.247987, -20.995880, 0.003092, 0.722994, 0.723052
-6.222808, -20.995802, 0.003089, 0.759992, 0.760047
-6.196382, -20.995720, 0.003087, 0.796318, 0.796371
