-6.517682, -20.999991, -0.000005, 0.046537, 0.047253
-6.515933, -20.999991, -0.000005, 0.058275, 0.058847
-6.513789, -20.999991, -0.000005, 0.069801, 0.070279
-6.511249, -20.999991, -0.000005, 0.082900, 0.083319
-6.508168, -20.999991, -0.000005, 0.100249, 0.100595
-6.504480, -20.999991, -0.000005, 0.120184, 0.120485
-6.500027, -20.999991, -0.000005, 0.144940, 0.145198
-6.494642, -20.999991, -0.000005, 0.173740, 0.173955
-6.488286, -20.999991, -0.000005, 0.202041, 0.202225
-6.480977, -20.999991, -0.000005, 0.229831, 0.229993
-6.472731, -20.999991, -0.000005, 0.257120, 0.257264
-6.463565, -20.999991, -0.000005, 0.283917, 0.284047
-6.453497, -20.999991, -0.000005, 0.310229, 0.310348
-6.442543, -20.999991, -0.000005, 0.336067, 0.336176
-6.430718, -20.999991, -0.000005, 0.361436, 0.361537
-6.418038, -20.999991, -0.000005, 0.386347, 0.386441
-6.404496, -20.999991, -0.000005, 0.413686, 0.413778
-6.389897, -20.999991, -0.000005, 0.448280, 0.448367
-6.374077, -20.999991, -0.000005, 0.484187, 0.484268
-6.357047, -20.999991, -0.000005, 0.519445, 0.519520
-6.338829, -20.999991, -0.000005, 0.554065, 0.554135
-6.319444, -20.999992, -0.000005, 0.588057, 0.588123
-6.298915, -20.999992, -0.000005, 0.621433, 0.621495
-6.277261, -20.999992, -0.000005, 0.654203, 0.654262
-6.254467, -20.999992, -0.000005, 0.689993, 0.690050
-6.230396, -20.999992, -0.000005, 0.727801, 0.727855
-6.205051, -20.999992, -0.000005, 0.764925, 0.764976
-6.178456, -20.999992, -0.000005, 0.801374, 0.801422
-6.150632, -20.999992, -0.000005, 0.837160, 0.837206
-6.121603, -20.999992, -0.000005, 0.872294, 0.872339
-6.091391, -20.999993, -0.000005, 0.906789, 0.906832
-6.060016, -20.999993, -0.000005, 0.940655, 0.940696
-6.027500, -20.999993, -0.000005, 0.973904, 0.973943
-5.993865, -20.999993, -0.000005, 1.006545, 1.006583
-5.959129, -20.999993, -0.000005, 1.038589, 1.038626
-5.923314, -20.999993, -0.000005, 1.070046, 1.070082
-5.886441, -20.999994, -0.000005, 1.100869, 1.100903
-5.848530, -20.999994, -0.000005, 1.131035, 1.131069
-5.809605, -20.999994, -0.000005, 1.160560, 1.160593
-5.769686, -20.999994, -0.000005, 1.189457, 1.189489
-5.728796, -20.999994, -0.000005, 1.217739, 1.217770
-5.686954, -20.999995, -0.000005, 1.245420, 1.245450
-5.644182, -20.999995, -0.000005, 1.272511, 1.272540
-5.600498, -20.999995, -0.000005, 1.299026, 1.299055
-5.555922, -20.999995, -0.000005, 1.324977, 1.325005
-5.510473, -20.999995, -0.000005, 1.350376, 1.350403
-5.464170, -20.999996, -0.000005, 1.375235, 1.375261
-5.417031, -20.999996, -0.000005, 1.399564, 1.399590
-5.369073, -20.999996, -0.000005, 1.423376, 1.423402
-5.320314, -20.999996, -0.000005, 1.446682, 1.446707
-5.270772, -20.999997, -0.000005, 1.469491, 1.469516
-5.220462, -20.999997, -0.000006, 1.491816, 1.491840
